date,time,p_1,p_2,p_3,p_t
05/06/2011,23:45,-0.2,-0.4,-0.2,4.9
06/06/2011,00:00,-0.3,-0.4,-0.1,4.5
06/06/2011,00:15,-0.6,-0.5,-0.2,3.8
06/06/2011,00:30,-1.1,-0.7,-0.2,2.5
06/06/2011,00:45,-1.7,-0.6,-0.2,1.8
06/06/2011,01:00,-1,-0.4,-0.1,2.4
06/06/2011,01:15,-0.4,-0.1,-0.1,3.9
06/06/2011,01:30,-0.5,0.1,0.1,4
06/06/2011,01:45,-0.5,0,0.1,4
06/06/2011,02:00,-0.2,-0.2,0.1,4.3
06/06/2011,02:15,0,-0.1,0.1,4.3
06/06/2011,02:30,0,0.1,0.1,4.7
06/06/2011,02:45,0,0.1,0.1,4.6
06/06/2011,03:00,0,0.1,0.1,4.6
06/06/2011,03:15,0,0.1,0.1,4.6
06/06/2011,03:30,0,0,0.1,4.5
06/06/2011,03:45,0,0,0.1,4.4
06/06/2011,04:00,0,0,0,4.3
06/06/2011,04:15,-0.4,-0.1,0.1,3.8
06/06/2011,04:30,-0.1,-0.1,-0.1,4.7
06/06/2011,04:45,0,0.1,0.1,5.2
06/06/2011,05:00,0,0,0,5.4
06/06/2011,05:15,0,-0.1,0.1,5.3
06/06/2011,05:30,0,-0.1,0,5.5
06/06/2011,05:45,-0.1,-0.5,-0.1,5
06/06/2011,06:00,-0.1,-0.7,-0.2,5.6
06/06/2011,06:15,0,-0.2,-0.1,6.7
06/06/2011,06:30,0,-0.1,0.1,8
06/06/2011,06:45,0,0.1,0.1,8.1
06/06/2011,07:00,-0.1,0,0.1,8.1
06/06/2011,07:15,-0.2,-0.1,0.1,8.4
06/06/2011,07:30,-0.3,0,0.1,8.6
06/06/2011,07:45,-0.1,0.1,0,9.1
06/06/2011,08:00,0,0,0,9.5
06/06/2011,08:15,0,0,0.1,10
06/06/2011,08:30,0,0,0,10.1
06/06/2011,08:45,0,0.1,0,10.6
06/06/2011,09:00,0,0,0,10.9
06/06/2011,09:15,0,0,0.1,10.7
06/06/2011,09:30,0,0.1,0.1,11
06/06/2011,09:45,0,0,0,10.9
06/06/2011,10:00,0,0,0,10.6
06/06/2011,10:15,0,0,0,9.8
06/06/2011,10:30,0,0,0,9.5
06/06/2011,10:45,0,0,0,10
06/06/2011,11:00,0,0,0,10.6
06/06/2011,11:15,0,0.1,0,10.4
06/06/2011,11:30,0,0,0.1,11.6
06/06/2011,11:45,0,0,0,10.9
06/06/2011,12:00,0,0,0,10.7
06/06/2011,12:15,0,0.1,0,12.8
06/06/2011,12:30,0,0,0,12.9
06/06/2011,12:45,0,0,0,12.4
06/06/2011,13:00,0,0,0,11.9
06/06/2011,13:15,0,0.1,0.1,11.2
06/06/2011,13:30,0,0,0.1,12.2
06/06/2011,13:45,0,0.1,0,12
06/06/2011,14:00,-0.1,0,0.1,10.5
06/06/2011,14:15,0,0,0,9.3
06/06/2011,14:30,0,0,0,10.5
06/06/2011,14:45,0,0,0,10.5
06/06/2011,15:00,0,0,0,10.4
06/06/2011,15:15,0,0,0,10.6
06/06/2011,15:30,0,-0.1,0,10.5
06/06/2011,15:45,0,-0.1,0,10.7
06/06/2011,16:00,0,0,0,11.2
06/06/2011,16:15,0,0.2,0,11.3
06/06/2011,16:30,0,0,0.1,11.2
06/06/2011,16:45,0,0,0.1,11.8
06/06/2011,17:00,-0.2,0,0.1,11.3
06/06/2011,17:15,-0.5,-1.4,-0.4,8.8
06/06/2011,17:30,-0.6,-1.3,-0.4,8.8
06/06/2011,17:45,-2.2,-2.5,-1.3,4.5
06/06/2011,18:00,-3,-4.7,-2.7,-1.7
06/06/2011,18:15,-0.7,-2.9,-1.1,5.2
06/06/2011,18:30,-0.8,-2.7,-1.2,5.4
06/06/2011,18:45,-3,-3,-1.8,0.8
06/06/2011,19:00,-1.6,-1.5,-1.1,5.3
06/06/2011,19:15,-0.8,-0.5,-0.4,8.2
06/06/2011,19:30,-0.7,-1.1,-0.4,7.9
06/06/2011,19:45,-0.3,-0.1,-0.1,9.9
06/06/2011,20:00,-0.3,0.2,-0.1,10.2
06/06/2011,20:15,-0.3,-0.1,-0.1,9.2
06/06/2011,20:30,-0.2,0,0,9.2
06/06/2011,20:45,-0.1,-0.1,0,8.8
06/06/2011,21:00,-0.1,-0.1,0.1,9.1
06/06/2011,21:15,-0.1,0.1,0.1,9.5
06/06/2011,21:30,0,0,0.1,9.1
06/06/2011,21:45,-0.2,0.1,0.1,8.8
06/06/2011,22:00,-0.5,0,0,9
06/06/2011,22:15,-0.2,0,0.1,9.2
06/06/2011,22:30,-0.4,-0.1,0.1,8.8
06/06/2011,22:45,-0.4,0,0.1,8.2
06/06/2011,23:00,-0.2,0.1,0,8.3
06/06/2011,23:15,0,0,0,7.9
06/06/2011,23:30,0,0,0,7.4
06/06/2011,23:45,0,0,0.1,7
07/06/2011,00:00,-0.1,0.1,0,6.4
07/06/2011,00:15,0,-0.1,0.1,6.1
07/06/2011,00:30,-0.2,-0.3,0,5.3
07/06/2011,00:45,-0.4,-0.4,-0.1,4.2
07/06/2011,01:00,-0.7,-0.4,0,4
07/06/2011,01:15,-1.2,-0.5,0,2.8
07/06/2011,01:30,-1.5,-0.5,0,2.6
07/06/2011,01:45,-0.9,-0.5,-0.1,3.1
07/06/2011,02:00,-0.7,-0.3,0.1,3.6
07/06/2011,02:15,-0.3,-0.2,0.1,4.5
07/06/2011,02:30,-0.4,-0.1,0.1,4.3
07/06/2011,02:45,-0.5,-0.2,0.1,4.2
07/06/2011,03:00,-0.3,-0.1,0.1,4.6
07/06/2011,03:15,-0.3,0,0.1,4.5
07/06/2011,03:30,-0.1,0,0.1,4.7
07/06/2011,03:45,0,0.1,0,4.9
07/06/2011,04:00,0,0,0,5
07/06/2011,04:15,0,0,0,5
07/06/2011,04:30,0,0,0,5.2
07/06/2011,04:45,-0.2,0,0.1,5.3
07/06/2011,05:00,-0.2,0,0,5.5
07/06/2011,05:15,-0.4,-0.1,0.2,5.4
07/06/2011,05:30,-0.7,-0.5,0,4.5
07/06/2011,05:45,-0.8,-0.7,-0.2,3.9
07/06/2011,06:00,-0.9,-0.5,-0.1,4.7
07/06/2011,06:15,-0.2,-0.3,-0.1,6.9
07/06/2011,06:30,-0.3,-0.1,0.1,7.7
07/06/2011,06:45,-0.4,0,0.1,7.9
07/06/2011,07:00,-0.8,-0.2,0.1,7.9
07/06/2011,07:15,-0.4,-0.2,0.1,8.5
07/06/2011,07:30,-0.5,-0.9,0.1,8.2
07/06/2011,07:45,-1.1,-1.2,-0.2,5.6
07/06/2011,08:00,-1.7,-1,-0.1,6.7
07/06/2011,08:15,-1.2,-1,-0.1,7.3
07/06/2011,08:30,-0.8,-0.5,-0.1,8.3
07/06/2011,08:45,-0.6,-0.5,-0.1,9
07/06/2011,09:00,-0.6,-0.4,-0.1,9.3
07/06/2011,09:15,-0.7,-0.3,-0.1,10.1
07/06/2011,09:30,-0.6,-0.3,0,10
07/06/2011,09:45,-0.8,-0.4,-0.1,9.9
07/06/2011,10:00,-0.5,-0.1,0.1,10.7
07/06/2011,10:15,-0.2,0,0.1,11
07/06/2011,10:30,-0.1,0,0.1,11.3
07/06/2011,10:45,-0.2,-0.1,0.1,11.1
07/06/2011,11:00,-0.3,0,0.1,11.2
07/06/2011,11:15,-0.2,-0.1,0.1,11.3
07/06/2011,11:30,-0.2,0.5,0.1,11.6
07/06/2011,11:45,-0.1,0.1,0.1,11.5
07/06/2011,12:00,0,0,0.1,11.3
07/06/2011,12:15,-0.1,-0.1,0.1,10.9
07/06/2011,12:30,-0.2,0,0.1,10
07/06/2011,12:45,-0.1,-0.1,0.1,9.9
07/06/2011,13:00,-0.2,-0.1,0.1,10
07/06/2011,13:15,-0.2,0.5,0.1,10.1
07/06/2011,13:30,-0.2,0.2,0.1,10.1
07/06/2011,13:45,-0.2,-0.1,0.1,9.8
07/06/2011,14:00,-0.1,0.1,0.1,9.3
07/06/2011,14:15,0,0,0.1,9.8
07/06/2011,14:30,0,0,0.1,9.4
07/06/2011,14:45,0,0,0,9.4
07/06/2011,15:00,0,0,0,9.6
07/06/2011,15:15,0,0.1,0,10.1
07/06/2011,15:30,0,0.1,0,9
07/06/2011,15:45,0,0,0,9.3
07/06/2011,16:00,0,0,0.1,10
07/06/2011,16:15,0,0.1,0.1,10.3
07/06/2011,16:30,0,0,0,9.4
07/06/2011,16:45,0,0.1,0.1,9.8
07/06/2011,17:00,0,0.1,0.1,9.9
07/06/2011,17:15,0,0,0,10.5
07/06/2011,17:30,0,0,0,10
07/06/2011,17:45,0,0,0.1,10.3
07/06/2011,18:00,0,-0.1,0.1,10
07/06/2011,18:15,-0.2,0,0,10.1
07/06/2011,18:30,0,0,0,10.3
07/06/2011,18:45,0,0.1,0,10.8
07/06/2011,19:00,0,0.2,0,10.7
07/06/2011,19:15,0,0.6,0,11.1
07/06/2011,19:30,0,0,0,10.5
07/06/2011,19:45,-0.1,0,0,10.2
07/06/2011,20:00,0,0,0,10.4
07/06/2011,20:15,0,0,0,10.2
07/06/2011,20:30,0,0,0,9.6
07/06/2011,20:45,0,0,0.1,9.4
07/06/2011,21:00,-0.1,0.2,0.1,9
07/06/2011,21:15,0,-0.1,0.1,9.3
07/06/2011,21:30,-0.2,-0.1,0.1,9.2
07/06/2011,21:45,-0.3,0,0,9
07/06/2011,22:00,-0.7,0,0.1,8.4
07/06/2011,22:15,-0.8,-0.1,-0.1,8
07/06/2011,22:30,-1.3,-0.4,-0.2,7.1
07/06/2011,22:45,-1.9,-0.8,-0.6,5.1
07/06/2011,23:00,-1.9,-0.6,-1,4.3
07/06/2011,23:15,-3.1,-1.1,-1.5,0.7
07/06/2011,23:30,-3.6,-1.7,-1.8,-2.3
07/06/2011,23:45,-2.9,-2.1,-1.8,-1.5
08/06/2011,00:00,-2.7,-1.7,-1.7,-1.5
08/06/2011,00:15,-3.2,-1.8,-1.8,-1.9
08/06/2011,00:30,-3.3,-2.7,-2.2,-4.1
08/06/2011,00:45,-4,-2.5,-2,-4.9
08/06/2011,01:00,-4.1,-2.3,-1.8,-5.1
08/06/2011,01:15,-4.1,-1.2,-1.6,-3.1
08/06/2011,01:30,-3.6,-1.2,-1.6,-3.1
08/06/2011,01:45,-3,-1.8,-2,-4
08/06/2011,02:00,-2.3,-2.1,-2,-2.8
08/06/2011,02:15,-1.8,-1.2,-1.4,-0.5
08/06/2011,02:30,-2.3,-0.4,-0.7,0.7
08/06/2011,02:45,-2.1,-0.3,-0.3,1.4
08/06/2011,03:00,-1.5,-0.1,-0.1,2.8
08/06/2011,03:15,-1.1,-0.1,0.1,3.6
08/06/2011,03:30,-0.9,-0.1,0.1,3.7
08/06/2011,03:45,-1,0.1,0.1,3.9
08/06/2011,04:00,-0.2,0,0.1,4.4
08/06/2011,04:15,0,-0.1,0.1,4.8
08/06/2011,04:30,-0.2,-0.1,0.1,4.9
08/06/2011,04:45,-0.1,0.1,0,5.4
08/06/2011,05:00,0,0,0,6
08/06/2011,05:15,0,0,0,6.2
08/06/2011,05:30,0,0,0,6.3
08/06/2011,05:45,0,0,0.1,6.6
08/06/2011,06:00,0,0,0.1,7.2
08/06/2011,06:15,-0.3,0,0.1,7
08/06/2011,06:30,-0.1,0.1,0.1,8.4
08/06/2011,06:45,0,0,0.2,8.6
08/06/2011,07:00,-0.6,-0.3,0.1,7.5
08/06/2011,07:15,-0.7,-0.4,-0.1,7.3
08/06/2011,07:30,-0.9,-1,-0.1,6.9
08/06/2011,07:45,-0.6,-0.5,-0.1,8.3
08/06/2011,08:00,-0.2,-0.1,0.1,10.3
08/06/2011,08:15,-0.2,0,0.1,10.9
08/06/2011,08:30,-0.2,-0.1,0.1,10.9
08/06/2011,08:45,-0.6,0,0.1,10.6
08/06/2011,09:00,-0.7,-0.2,0.1,10.2
08/06/2011,09:15,-0.7,-0.2,0,10.6
08/06/2011,09:30,-1.2,-0.4,-0.1,8.9
08/06/2011,09:45,-2.3,-1.1,-0.4,6.4
08/06/2011,10:00,-5.6,-3.8,-1.2,-2.7
08/06/2011,10:15,-5.1,-2.5,-1,-0.5
08/06/2011,10:30,-5.2,-2.6,-0.6,-1.9
08/06/2011,10:45,-5.3,-3.1,-0.6,-2.2
08/06/2011,11:00,-5.4,-3.7,-0.9,-3.2
08/06/2011,11:15,-6,-2.8,-0.8,-2.8
08/06/2011,11:30,-5.5,-3,-1.4,-1.9
08/06/2011,11:45,-5.1,-3,-1.4,-0.3
08/06/2011,12:00,-5,-2.7,-0.9,-0.5
08/06/2011,12:15,-5.7,-2.8,-1,-0.7
08/06/2011,12:30,-3.8,-2.1,-0.8,3.5
08/06/2011,12:45,-3.9,-1.7,-1,2.4
08/06/2011,13:00,-5,-2.3,-1.2,-0.3
08/06/2011,13:15,-4.9,-2.1,-1.1,-0.4
08/06/2011,13:30,-3.9,-1.5,-0.9,2.9
08/06/2011,13:45,-3.8,-1.7,-0.9,2.6
08/06/2011,14:00,-3.5,-0.9,-0.5,5.4
08/06/2011,14:15,-3.2,-0.9,-0.4,5.9
08/06/2011,14:30,-3.9,-0.9,-0.5,4.1
08/06/2011,14:45,-4.2,-2.4,-0.7,2.4
08/06/2011,15:00,-4.3,-2.2,-1.3,1
08/06/2011,15:15,-4.1,-1.8,-1.3,0.7
08/06/2011,15:30,-4.6,-2.4,-1.3,-1.7
08/06/2011,15:45,-5.2,-2.2,-1,-0.8
08/06/2011,16:00,-3.3,-1.3,-0.8,4.5
08/06/2011,16:15,-3,-1.5,-0.9,3.9
08/06/2011,16:30,-2.6,-1.1,-0.8,4
08/06/2011,16:45,-3.3,-2,-1.3,1.6
08/06/2011,17:00,-3.3,-1.4,-0.7,3
08/06/2011,17:15,-2.6,-1,-0.4,4.8
08/06/2011,17:30,-2.9,-0.6,-0.6,4.7
08/06/2011,17:45,-3.8,-1.2,-0.5,3.2
08/06/2011,18:00,-2.5,-1.5,-0.6,3.8
08/06/2011,18:15,-2.1,-1,-0.5,5.6
08/06/2011,18:30,-1.9,-1.1,-0.4,5.7
08/06/2011,18:45,-1.8,-0.8,-0.5,6.3
08/06/2011,19:00,-1.3,-0.4,-0.1,7.7
08/06/2011,19:15,-1.2,-0.4,-0.1,7.7
08/06/2011,19:30,-2.4,-0.8,-0.4,4.6
08/06/2011,19:45,-1.8,-0.6,-0.5,5
08/06/2011,20:00,-2.1,-1,-0.4,4.8
08/06/2011,20:15,-1.8,-0.5,-0.3,4.9
08/06/2011,20:30,-1.2,-0.7,-0.1,6
08/06/2011,20:45,-0.6,-0.5,-0.1,7.4
08/06/2011,21:00,-0.5,-0.4,-0.1,7.3
08/06/2011,21:15,-0.5,-0.4,-0.1,8.1
08/06/2011,21:30,-0.7,-0.6,0,7.5
08/06/2011,21:45,-0.9,-0.7,-0.1,6.9
08/06/2011,22:00,-1,-0.7,-0.1,7.2
08/06/2011,22:15,-0.9,-0.6,-0.1,7.8
08/06/2011,22:30,-1.1,-0.8,-0.2,7
08/06/2011,22:45,-1.3,-1.2,-0.2,5.8
08/06/2011,23:00,-1.2,-1.1,-0.1,5.1
08/06/2011,23:15,-1,-0.8,-0.1,5.1
08/06/2011,23:30,-0.7,-0.6,0,5.8
08/06/2011,23:45,-0.5,-0.4,0.1,6
09/06/2011,00:00,-0.4,-0.4,0.1,5.8
09/06/2011,00:15,-0.6,-0.4,0,5.2
09/06/2011,00:30,-0.5,-0.4,0,4.7
09/06/2011,00:45,-0.6,-0.5,0.1,4.7
09/06/2011,01:00,-0.6,-0.7,0,3.8
09/06/2011,01:15,-0.2,-0.8,-0.1,4.1
09/06/2011,01:30,-0.6,-1.1,-0.2,3.1
09/06/2011,01:45,-0.7,-1.1,-0.2,2.6
09/06/2011,02:00,-0.8,-1.3,-0.3,2.3
09/06/2011,02:15,-0.9,-1.3,-0.2,1.9
09/06/2011,02:30,-1,-0.7,-0.2,2.2
09/06/2011,02:45,-1,-1.1,-0.2,2.3
09/06/2011,03:00,-0.9,-1,-0.2,2.3
09/06/2011,03:15,-1,-1.2,-0.2,2.3
09/06/2011,03:30,-1.4,-1.3,-0.3,1.5
09/06/2011,03:45,-1.4,-1.5,-0.5,0.7
09/06/2011,04:00,-1.4,-1.5,-0.4,0.8
09/06/2011,04:15,-1.6,-1.4,-0.4,0.9
09/06/2011,04:30,-1.7,-1.6,-0.5,-0.2
09/06/2011,04:45,-2.3,-2,-0.8,-0.2
09/06/2011,05:00,-1.8,-1.9,-0.8,-0.3
09/06/2011,05:15,-1.8,-1.8,-0.6,0.6
09/06/2011,05:30,-1.8,-1.6,-0.7,1.5
09/06/2011,05:45,-1.8,-1.7,-0.5,1.8
09/06/2011,06:00,-1.5,-1.6,-0.5,2.8
09/06/2011,06:15,-1.2,-1.3,-0.5,3.8
09/06/2011,06:30,-1.2,-1.2,-0.4,4.2
09/06/2011,06:45,-1.2,-1.2,-0.4,4.2
09/06/2011,07:00,-0.8,-0.6,-0.1,6.4
09/06/2011,07:15,-0.8,-0.6,-0.1,6.4
09/06/2011,07:30,-1.1,-0.7,-0.1,6.1
09/06/2011,07:45,-1,-0.6,-0.3,6.5
09/06/2011,08:00,-1.7,-0.6,-0.1,5.7
09/06/2011,08:15,-1.7,-0.7,-0.1,6
09/06/2011,08:30,-1.6,-1,-0.2,5.2
09/06/2011,08:45,-2.2,-0.7,-0.8,3.7
09/06/2011,09:00,-2.1,-1.3,-0.4,3.8
09/06/2011,09:15,-1.6,-1.3,-0.5,4.1
09/06/2011,09:30,-1.8,-1,-0.8,3.6
09/06/2011,09:45,-3.4,-1,-0.5,0.4
09/06/2011,10:00,-3.6,-3.1,-1.1,-1.9
09/06/2011,10:15,-3.1,-2.4,-0.9,-0.6
09/06/2011,10:30,-3,-1.8,-0.7,-0.2
09/06/2011,10:45,-4.4,-1,-0.4,-0.4
09/06/2011,11:00,-3.5,-1.5,-0.5,-0.6
09/06/2011,11:15,-3.3,-1.6,-0.9,-0.4
09/06/2011,11:30,-3.1,-1.8,-0.8,0.6
09/06/2011,11:45,-2.6,-1.9,-0.5,0.9
09/06/2011,12:00,-3.3,-2,-0.7,0.5
09/06/2011,12:15,-3.4,-1.3,-0.3,-0.4
09/06/2011,12:30,-3.5,-3.6,-1.6,-3.4
09/06/2011,12:45,-3.6,-1.9,-1,-3.4
09/06/2011,13:00,-5.1,-0.9,-1.3,-2.6
09/06/2011,13:15,-3.4,-1.1,-0.5,-0.2
09/06/2011,13:30,-2.7,-1.1,-0.5,1.3
09/06/2011,13:45,-3,-0.7,-0.3,2.4
09/06/2011,14:00,-2.2,-0.6,-0.4,3.2
09/06/2011,14:15,-1.2,-0.6,-0.1,4.9
09/06/2011,14:30,-1.3,-0.7,-0.1,4.2
09/06/2011,14:45,-2,-0.6,-0.1,4
09/06/2011,15:00,-1.2,-0.8,-0.1,4.9
09/06/2011,15:15,-1.5,-0.2,-0.1,4.4
09/06/2011,15:30,-0.6,-0.7,-0.1,5.5
09/06/2011,15:45,-0.4,-0.8,-0.1,5.5
09/06/2011,16:00,-0.5,-0.4,-0.1,6
09/06/2011,16:15,-0.7,-0.8,-0.1,4.8
09/06/2011,16:30,-1.2,-0.6,-0.1,4.5
09/06/2011,16:45,-0.9,-0.9,-0.1,5.6
09/06/2011,17:00,-1.4,-0.9,-0.3,5
09/06/2011,17:15,-0.5,-0.6,-0.3,6
09/06/2011,17:30,-0.4,-0.3,-0.1,6.8
09/06/2011,17:45,-1.4,-0.9,-0.3,5.1
09/06/2011,18:00,-1.2,-0.3,-0.1,6.3
09/06/2011,18:15,-0.5,-0.7,-0.4,6.6
09/06/2011,18:30,-0.5,-0.8,-0.1,7.1
09/06/2011,18:45,-0.7,-0.4,-0.1,7.2
09/06/2011,19:00,-0.6,-0.2,0.1,8.4
09/06/2011,19:15,-0.3,-0.5,-0.1,8.5
09/06/2011,19:30,-0.5,-0.3,-0.1,8.4
09/06/2011,19:45,-0.2,-0.1,-0.1,8.9
09/06/2011,20:00,-0.2,-0.1,0.1,9.1
09/06/2011,20:15,-0.2,-0.1,0.1,9.1
09/06/2011,20:30,-0.2,-0.1,0,8.4
09/06/2011,20:45,-0.2,0,0,8.7
09/06/2011,21:00,0,0,0,9
09/06/2011,21:15,0,0,0,9.4
09/06/2011,21:30,0,0.1,0,9.4
09/06/2011,21:45,0,0.1,0,9.1
09/06/2011,22:00,0,0,0.1,9.3
09/06/2011,22:15,0,0.1,0,9.2
09/06/2011,22:30,0,0.1,0,9
09/06/2011,22:45,0,0,0,9
09/06/2011,23:00,0,0,0,8.1
09/06/2011,23:15,0,0,0,7.8
09/06/2011,23:30,0,0,0,7.3
09/06/2011,23:45,0,0,0,7
10/06/2011,00:00,0,0,0,6.6
10/06/2011,00:15,0,0,0,6.6
10/06/2011,00:30,0,0,0,6.3
10/06/2011,00:45,0,-0.1,0.1,5.9
10/06/2011,01:00,-0.1,-0.2,0.1,5.5
10/06/2011,01:15,-0.1,-0.1,0,5.6
10/06/2011,01:30,-0.2,0,0,5.5
10/06/2011,01:45,-0.2,0,0,5.3
10/06/2011,02:00,-0.3,-0.1,0.1,5
10/06/2011,02:15,-0.1,0,0,5.3
10/06/2011,02:30,-0.3,0,0,5
10/06/2011,02:45,-0.6,-0.2,0,4.4
10/06/2011,03:00,-0.6,-0.2,0,4.3
10/06/2011,03:15,-0.5,-0.4,0.1,4.1
10/06/2011,03:30,-0.6,-0.4,0.1,4.1
10/06/2011,03:45,-0.4,-0.3,0.1,4.4
10/06/2011,04:00,-0.3,-0.3,0.1,4.5
10/06/2011,04:15,-0.2,-0.3,0,4.7
10/06/2011,04:30,-0.1,-0.2,0,5.1
10/06/2011,04:45,0,-0.2,0,5.6
10/06/2011,05:00,0,-0.1,0,5.8
10/06/2011,05:15,0,0.1,0,6.4
10/06/2011,05:30,0,0,0,6.6
10/06/2011,05:45,0,0,0,6.9
10/06/2011,06:00,0,0,0,7.1
10/06/2011,06:15,0,0,0,7.4
10/06/2011,06:30,0,0,0,7.8
10/06/2011,06:45,0,0,0,8.4
10/06/2011,07:00,0,0,0,8.8
10/06/2011,07:15,0,0,0,9.2
10/06/2011,07:30,0,0,0,9.6
10/06/2011,07:45,0,0,0,9.8
10/06/2011,08:00,0,0,0,10.3
10/06/2011,08:15,0,0,0,10.7
10/06/2011,08:30,0,0,0,10.8
10/06/2011,08:45,0,0,0,10.9
10/06/2011,09:00,0,0,0,11.4
10/06/2011,09:15,0,0,0,11.4
10/06/2011,09:30,0,0,0,11.7
10/06/2011,09:45,0,0,0,11.6
10/06/2011,10:00,0,0,0,11.4
10/06/2011,10:15,0,0,0,11.5
10/06/2011,10:30,0,0,0,11.3
10/06/2011,10:45,0,0,0,11.2
10/06/2011,11:00,0,0,0,11.1
10/06/2011,11:15,0,0,0,10.6
10/06/2011,11:30,0,0,0,10.4
10/06/2011,11:45,0,0,0,11.1
10/06/2011,12:00,0,0,0,10.9
10/06/2011,12:15,0,0,0,10.4
10/06/2011,12:30,0,0,0,10.2
10/06/2011,12:45,0,0,0,10.3
10/06/2011,13:00,0,0.1,0.1,10.2
10/06/2011,13:15,0,0.1,0.1,10.9
10/06/2011,13:30,0,0,0,10.9
10/06/2011,13:45,0,0,0.1,10.5
10/06/2011,14:00,0,-0.1,0.1,9.6
10/06/2011,14:15,0,0,0.1,9.5
10/06/2011,14:30,0,0.1,0.1,9.8
10/06/2011,14:45,-0.1,0,0.1,9.7
10/06/2011,15:00,0,-0.1,0.2,9.8
10/06/2011,15:15,-0.1,-0.1,0.2,10.2
10/06/2011,15:30,-0.1,-0.3,-0.1,9.9
10/06/2011,15:45,0,-0.2,0.1,9.6
10/06/2011,16:00,-0.1,-0.1,0.1,10
10/06/2011,16:15,0,0.1,0,10.4
10/06/2011,16:30,0,0,0,10.6
10/06/2011,16:45,0,0,0,10.9
10/06/2011,17:00,0,0,0,10.9
10/06/2011,17:15,0,0,0,10.6
10/06/2011,17:30,0,0,0,10.9
10/06/2011,17:45,0,0,0,11.1
10/06/2011,18:00,0,0,0,10.9
10/06/2011,18:15,0,0.1,0,10.5
10/06/2011,18:30,0,0,0,10.4
10/06/2011,18:45,0,0.1,0,10.2
10/06/2011,19:00,0,0,0,10.2
10/06/2011,19:15,0,0,0,10.2
10/06/2011,19:30,0,0,0,10.3
10/06/2011,19:45,0,0,0,10.1
10/06/2011,20:00,0,0,0,10.3
10/06/2011,20:15,0,0,0.1,10.2
10/06/2011,20:30,0,0,0,9.6
10/06/2011,20:45,0,0.2,0.1,9.2
10/06/2011,21:00,-0.2,-0.1,-0.1,8.9
10/06/2011,21:15,0,0.1,0.1,9.5
10/06/2011,21:30,0,0,0,9.4
10/06/2011,21:45,0,0,0,9.4
10/06/2011,22:00,0,0,0,9.3
10/06/2011,22:15,0,0,0,9.4
10/06/2011,22:30,0,-0.1,0,9.1
10/06/2011,22:45,0,0.1,0.1,8.8
10/06/2011,23:00,0,0,0.1,8.3
10/06/2011,23:15,-0.2,-0.1,-0.1,7.2
10/06/2011,23:30,-0.5,-0.5,-0.3,6.1
10/06/2011,23:45,-0.6,-1,-0.5,4.7
11/06/2011,00:00,-1,-1.3,-0.7,2.8
11/06/2011,00:15,-1.1,-0.1,-0.2,4
11/06/2011,00:30,-0.5,0.9,-0.1,5.2
11/06/2011,00:45,-0.8,-0.8,-0.1,3.4
11/06/2011,01:00,-0.4,-0.7,-0.1,4.5
11/06/2011,01:15,-0.4,-0.5,0.1,4.9
11/06/2011,01:30,-0.4,-0.4,0,4.6
11/06/2011,01:45,-0.4,-0.4,0.1,4.5
11/06/2011,02:00,-0.3,-0.2,0,4.8
11/06/2011,02:15,-0.2,-0.2,0.1,4.9
11/06/2011,02:30,-0.2,-0.1,0.1,4.7
11/06/2011,02:45,-0.2,0,0.1,4.7
11/06/2011,03:00,-0.2,0,0.1,4.7
11/06/2011,03:15,-0.1,0,0,4.8
11/06/2011,03:30,0,0,0,4.8
11/06/2011,03:45,-0.2,0,0,4.6
11/06/2011,04:00,-0.5,-0.2,0.1,4
11/06/2011,04:15,-0.4,-0.3,0.1,3.9
11/06/2011,04:30,-0.2,-0.2,0.1,4.5
11/06/2011,04:45,-0.3,-0.1,0,4.7
11/06/2011,05:00,-0.7,-0.1,0.1,3.5
11/06/2011,05:15,-0.1,0.6,0.1,5
11/06/2011,05:30,-0.1,0,0,5.4
11/06/2011,05:45,0,-0.1,0.1,5.2
11/06/2011,06:00,-0.1,-0.1,0,5.4
11/06/2011,06:15,-0.2,-0.2,0.1,5.2
11/06/2011,06:30,0,-0.1,0,5.2
11/06/2011,06:45,0,-0.1,0.1,5.3
11/06/2011,07:00,-0.2,0,0.1,5
11/06/2011,07:15,-0.5,-0.4,0.1,4.7
11/06/2011,07:30,-1.1,-0.7,-0.1,3.8
11/06/2011,07:45,-1.6,-1.3,-0.4,2.3
11/06/2011,08:00,-1.1,-0.5,-0.1,5.1
11/06/2011,08:15,-0.5,-0.3,0.1,6.8
11/06/2011,08:30,-0.6,-0.1,0.1,6.6
11/06/2011,08:45,-0.8,-0.2,0.1,6.8
11/06/2011,09:00,-0.5,-0.2,0.2,7.3
11/06/2011,09:15,-0.7,-0.1,0.1,7.3
11/06/2011,09:30,-0.4,-0.2,0.1,7.3
11/06/2011,09:45,-0.6,-0.2,0,7.3
11/06/2011,10:00,-0.7,-0.3,0,6.7
11/06/2011,10:15,-0.9,-0.4,-0.1,5.3
11/06/2011,10:30,-1,-0.5,-0.1,5.3
11/06/2011,10:45,-0.8,-0.2,0,6.4
11/06/2011,11:00,-0.3,-0.2,0.1,7.2
11/06/2011,11:15,-0.3,-0.1,0.1,6.2
11/06/2011,11:30,-0.8,-0.4,-0.1,5.6
11/06/2011,11:45,-1,-0.3,-0.1,5.8
