date,time,p_1,p_2,p_3,p_t
04/11/2011,21:30,-1.8,-1.2,-0.3,6.4
04/11/2011,21:45,-1.5,-0.7,-0.4,6.7
04/11/2011,22:00,-1.5,-1.3,-0.5,6.1
04/11/2011,22:15,-1.9,-1.4,-0.7,5.5
04/11/2011,22:30,-2.1,-1.4,-0.8,5
04/11/2011,22:45,-2.4,-1.9,-0.8,3.6
04/11/2011,23:00,-2.6,-2.1,-1,2.3
04/11/2011,23:15,-2.4,-1.7,-0.7,2.1
04/11/2011,23:30,-2.2,-1.4,-0.8,1.9
04/11/2011,23:45,-1.8,-1,-0.7,2.5
05/11/2011,00:00,-1.7,-0.9,-0.8,2.5
05/11/2011,00:15,-1,-1,-0.2,4
05/11/2011,00:30,-0.6,-0.2,-0.3,4.5
05/11/2011,00:45,-0.8,-0.5,-0.3,4.4
05/11/2011,01:00,-1.1,-0.7,-0.5,3.6
05/11/2011,01:15,-1,-0.6,-0.3,4.1
05/11/2011,01:30,-1.1,-0.3,-0.3,4.1
05/11/2011,01:45,-1.3,-0.3,-0.1,3.6
05/11/2011,02:00,-1.5,-0.3,-0.1,3.8
05/11/2011,02:15,-1.1,-0.8,-0.2,3.5
05/11/2011,02:30,-2.3,-0.8,-0.3,1.9
05/11/2011,02:45,-4.2,-1.6,-2.1,-4.2
05/11/2011,03:00,-4.6,-0.4,-2.1,-3.1
05/11/2011,03:15,-3.6,-0.3,-1.7,-1.7
05/11/2011,03:30,-2.1,-0.6,-1.7,-0.2
05/11/2011,03:45,-2.1,-0.8,-1.9,-0.4
05/11/2011,04:00,-4.3,-2.6,-1.2,-4
05/11/2011,04:15,-5,-2.3,-1.2,-3.9
05/11/2011,04:30,-6.3,-2.6,-1.5,-5.5
05/11/2011,04:45,-6.5,-2.6,-1.3,-6
05/11/2011,05:00,-7.7,-3,-2.4,-8.3
05/11/2011,05:15,-8.5,-3.9,-3,-11.1
05/11/2011,05:30,-7.3,-4.2,-4.5,-11.8
05/11/2011,05:45,-6.3,-5,-4.9,-11.4
05/11/2011,06:00,-6,-4.3,-5.2,-11
05/11/2011,06:15,-5.6,-4.1,-5.6,-10.1
05/11/2011,06:30,-5.7,-5.1,-5.6,-14.9
05/11/2011,06:45,-5.5,-5.4,-5.6,-14.9
05/11/2011,07:00,-4.1,-6,-6,-13
05/11/2011,07:15,-3.6,-2.8,-3.3,-5.1
05/11/2011,07:30,-4,-2.8,-3.3,-5.2
05/11/2011,07:45,-4.5,-4.1,-4.2,-8
05/11/2011,08:00,-5.5,-4.2,-4.9,-10.2
05/11/2011,08:15,-6.3,-4.3,-5.4,-12.2
05/11/2011,08:30,-6.6,-5.2,-5.6,-12.6
05/11/2011,08:45,-6.2,-4.9,-5.5,-12.4
05/11/2011,09:00,-6.7,-5,-5.8,-12.8
05/11/2011,09:15,-5.1,-4.5,-5.4,-9.9
05/11/2011,09:30,-3.6,-3.6,-3.9,-5.1
05/11/2011,09:45,-3.7,-3.4,-2.8,-4.8
05/11/2011,10:00,-4,-3.5,-2.8,-5.1
05/11/2011,10:15,-4.3,-2.6,-3.1,-4.3
05/11/2011,10:30,-4.8,-2.7,-3.3,-5.4
05/11/2011,10:45,-4.3,-3.4,-4.2,-6.2
05/11/2011,11:00,-4.2,-4.7,-4.4,-6.6
05/11/2011,11:15,-4.1,-5.1,-3.8,-6.7
05/11/2011,11:30,-4.4,-6.2,-3.8,-8.1
05/11/2011,11:45,-4.7,-4.5,-3,-6.7
05/11/2011,12:00,-5.3,-4.3,-2.1,-6.3
05/11/2011,12:15,-4.3,-4.2,-1.5,-4.4
05/11/2011,12:30,-4.2,-4,-1.5,-4.3
05/11/2011,12:45,-4.8,-3.8,-1.6,-4.3
05/11/2011,13:00,-5.3,-4.2,-1.8,-4.6
05/11/2011,13:15,-6.1,-2.5,-1.3,-5.3
05/11/2011,13:30,-4.9,-0.1,-0.1,1.5
05/11/2011,13:45,-2.2,-0.4,-0.1,3.3
05/11/2011,14:00,-2.5,-1.1,-0.4,2.5
05/11/2011,14:15,-2.3,-1,-0.5,4.1
05/11/2011,14:30,-1.7,-0.3,-0.4,4.3
05/11/2011,14:45,-2,-0.8,-0.2,4.1
05/11/2011,15:00,-2,-0.7,-0.6,3.1
05/11/2011,15:15,-1.6,-1.2,-0.7,4.6
05/11/2011,15:30,-1.5,-1.1,-0.6,5
05/11/2011,15:45,-1.7,-1,-0.5,5.4
05/11/2011,16:00,-1.8,-1,-0.4,5.4
05/11/2011,16:15,-1.9,-1,-0.4,7.5
05/11/2011,16:30,-1.8,-1.3,-0.5,7.4
05/11/2011,16:45,-1.6,-1.3,-0.4,7.6
05/11/2011,17:00,-1.6,-1.1,-0.3,8
05/11/2011,17:15,-1.6,-1.2,-0.3,7.2
05/11/2011,17:30,-1.5,-0.8,-0.1,8.2
05/11/2011,17:45,-1.3,-1,-0.2,8.8
05/11/2011,18:00,-1.2,-0.7,-0.1,9.4
05/11/2011,18:15,-1.1,-0.8,-0.3,9.1
05/11/2011,18:30,-0.9,-0.8,-0.2,9.5
05/11/2011,18:45,-0.9,-0.8,-0.2,9.4
05/11/2011,19:00,-0.4,-0.6,-0.1,10.1
05/11/2011,19:15,-0.4,-0.3,-0.1,10.2
05/11/2011,19:30,-0.8,-0.4,-0.2,9.1
05/11/2011,19:45,-1.5,-0.9,-0.3,7.3
05/11/2011,20:00,-1.6,-1.3,-0.4,5.5
05/11/2011,20:15,-1.3,-1.4,-0.4,5.3
05/11/2011,20:30,-0.4,-0.7,-0.2,6.9
05/11/2011,20:45,-0.3,-0.5,-0.1,7.5
05/11/2011,21:00,-0.4,-0.5,-0.1,7.1
05/11/2011,21:15,-0.2,-0.1,0.1,10
05/11/2011,21:30,-0.1,0,0.1,10
05/11/2011,21:45,0,0.1,0.1,9.6
05/11/2011,22:00,0,0.1,0.1,10.1
05/11/2011,22:15,0,0,0,10.3
05/11/2011,22:30,0,0,0,10.1
05/11/2011,22:45,0,0,0,9.4
05/11/2011,23:00,0,0,0,9.2
05/11/2011,23:15,0,0,0,8.6
05/11/2011,23:30,0,0,0,7.7
05/11/2011,23:45,0,0,0,7.4
06/11/2011,00:00,0,0,0,6.8
06/11/2011,00:15,0,0,0,6.9
06/11/2011,00:30,0,0,0,6.6
06/11/2011,00:45,0,0,0,6.4
06/11/2011,01:00,0,0,0,6.1
06/11/2011,01:15,0,0,0,6.1
06/11/2011,01:30,0,0,0,5.9
06/11/2011,01:45,0,0,0,5.8
06/11/2011,02:00,0,0,0,5.6
06/11/2011,02:15,0,0,0,5.7
06/11/2011,02:30,0,0,0,5.7
06/11/2011,02:45,0,0,0,5.6
06/11/2011,03:00,0,0,0,5.7
06/11/2011,03:15,0,0,0,6.1
06/11/2011,03:30,0,0,0,6.4
06/11/2011,03:45,0,0,0,6.8
06/11/2011,04:00,0,0,0,7.3
06/11/2011,04:15,0,0,0,7.8
06/11/2011,04:30,0,0,0,8.4
06/11/2011,04:45,0,0,0,9
06/11/2011,05:00,0,0,0,9.4
06/11/2011,05:15,0,0,0,9.7
06/11/2011,05:30,0,0,0,9.9
06/11/2011,05:45,0,0,0,10
06/11/2011,06:00,0,0,0,9.9
06/11/2011,06:15,0,0,0,9
06/11/2011,06:30,0,0,0,4.9
06/11/2011,06:45,0,0,0,5.1
06/11/2011,07:00,0,0,0,5.2
06/11/2011,07:15,0,0,0,5.4
06/11/2011,07:30,0,0,0,5.2
06/11/2011,07:45,0,0,0,5.5
06/11/2011,08:00,0,0,0,5.5
06/11/2011,08:15,0,0,0,5.6
06/11/2011,08:30,0,0,0,5.6
06/11/2011,08:45,0,0,0,5.9
06/11/2011,09:00,0,0,0,6.2
06/11/2011,09:15,0,0,0,6
06/11/2011,09:30,0,0,0,6
06/11/2011,09:45,0,0,0,5.8
06/11/2011,10:00,0,0,0,5.9
06/11/2011,10:15,0,0,0,5.6
06/11/2011,10:30,0,0,0,6
06/11/2011,10:45,0,0,0,6.2
06/11/2011,11:00,0,0,0,6.2
06/11/2011,11:15,0,0,0,6.2
06/11/2011,11:30,0,0,0,6.1
06/11/2011,11:45,0,0,0,6
06/11/2011,12:00,0,0,0,6.4
06/11/2011,12:15,0,0,0,6.4
06/11/2011,12:30,0,0,0,6.5
06/11/2011,12:45,0,0,0,6.8
06/11/2011,13:00,0,0,0,6.9
06/11/2011,13:15,0,0,0,6.9
06/11/2011,13:30,0,0,0,6.6
06/11/2011,13:45,0,0,0,6.2
06/11/2011,14:00,0,0,0,6.4
06/11/2011,14:15,0,0,0,6.7
06/11/2011,14:30,0,0,0,6.6
06/11/2011,14:45,0,0,0,7.2
06/11/2011,15:00,0,0,0,7.2
06/11/2011,15:15,0,0,0,6.9
06/11/2011,15:30,0,0,0,7
06/11/2011,15:45,0,0,0,7
06/11/2011,16:00,-0.1,0.1,0.1,7.5
06/11/2011,16:15,-0.1,0.1,0,10.2
06/11/2011,16:30,-0.2,-0.1,0.1,9.7
06/11/2011,16:45,-0.3,-0.3,0,9.4
06/11/2011,17:00,-0.3,-0.4,0,9.1
06/11/2011,17:15,-0.3,-0.4,0,8.3
06/11/2011,17:30,-0.2,-0.2,0,9
06/11/2011,17:45,-0.2,-0.2,0,9.2
06/11/2011,18:00,0,0.1,0,10.3
06/11/2011,18:15,0,0,0,10.5
06/11/2011,18:30,0,0,0,10.2
06/11/2011,18:45,0,0,0,10
06/11/2011,19:00,0,0,0,10.1
06/11/2011,19:15,0,0,0,9.7
06/11/2011,19:30,0,0,0,9.6
06/11/2011,19:45,0,0,0,9.5
06/11/2011,20:00,0,0.1,0,9.5
06/11/2011,20:15,0,0,0,9.5
06/11/2011,20:30,0,0,0,9.3
06/11/2011,20:45,0,0,0,8.4
06/11/2011,21:00,-0.1,0,0,8.4
06/11/2011,21:15,0,0,0,9.9
06/11/2011,21:30,0,0.1,0,9.5
06/11/2011,21:45,0,0,0,9.3
06/11/2011,22:00,0,0,0,9.8
06/11/2011,22:15,0,0,0.1,10
06/11/2011,22:30,0,0,0,10.1
06/11/2011,22:45,0,0,0,9.8
06/11/2011,23:00,0,0,0,9.4
06/11/2011,23:15,0,0,0,8.7
06/11/2011,23:30,0,0,0,7.7
06/11/2011,23:45,0,0,0,6.9
07/11/2011,00:00,0,0,0,6.5
07/11/2011,00:15,0,0,0,6.5
07/11/2011,00:30,0,0,0,6.4
07/11/2011,00:45,0,0,0,5.9
07/11/2011,01:00,0,0,0.1,5.6
07/11/2011,01:15,0,0.1,0,5.8
07/11/2011,01:30,0,0,0,5.6
07/11/2011,01:45,0,0,0.1,5.5
07/11/2011,02:00,0,-0.1,0.2,5.5
07/11/2011,02:15,0,-0.1,0.1,5.5
07/11/2011,02:30,-0.1,0.2,0,5.7
07/11/2011,02:45,0,0,0,5.7
07/11/2011,03:00,0,0.1,0.2,5.9
07/11/2011,03:15,-0.2,-0.1,0.2,6
07/11/2011,03:30,-0.2,0,0,6.2
07/11/2011,03:45,-0.2,-0.1,0,6.7
07/11/2011,04:00,-0.2,0,0,7.8
07/11/2011,04:15,0,0,0,8.2
07/11/2011,04:30,-0.1,0,0,8.9
07/11/2011,04:45,-0.1,-0.1,0.2,9.7
07/11/2011,05:00,0,0,0,10.3
07/11/2011,05:15,0,0,0.1,10.6
07/11/2011,05:30,0,0.1,0.2,11.2
07/11/2011,05:45,0,0.1,0.1,11.3
07/11/2011,06:00,0,0,0.1,11.8
07/11/2011,06:15,0,0,0.1,12.1
07/11/2011,06:30,-0.1,0,0.2,7.9
07/11/2011,06:45,-0.2,-0.2,-0.1,8.3
07/11/2011,07:00,-0.2,-0.2,-0.1,9
07/11/2011,07:15,-0.2,-0.1,-0.1,9.1
07/11/2011,07:30,-0.3,-0.2,0.2,9.4
07/11/2011,07:45,-0.6,-0.2,0.1,9.1
07/11/2011,08:00,-0.5,-0.2,0,9.1
07/11/2011,08:15,-0.5,-0.4,-0.2,9.1
07/11/2011,08:30,-0.5,-0.6,-0.2,8.8
07/11/2011,08:45,-0.4,-0.3,-0.1,9.7
07/11/2011,09:00,-0.5,-0.3,0,10.3
07/11/2011,09:15,-0.5,-0.1,0.1,10.8
07/11/2011,09:30,-0.4,-0.1,0.1,11.3
07/11/2011,09:45,-0.4,-0.1,0.1,10.9
07/11/2011,10:00,-0.4,-0.1,0.1,10.5
07/11/2011,10:15,-0.4,-0.1,0.2,11
07/11/2011,10:30,-0.5,-0.1,0.2,11
07/11/2011,10:45,-0.6,-0.2,0.1,10.5
07/11/2011,11:00,-0.6,-0.1,0.1,11.5
07/11/2011,11:15,-0.4,-0.2,0,11.1
07/11/2011,11:30,-0.3,-0.2,0,11.9
07/11/2011,11:45,-0.3,-0.1,0.1,12
07/11/2011,12:00,-0.3,-0.2,0.2,11.7
07/11/2011,12:15,-0.3,-0.2,0.2,12.4
07/11/2011,12:30,-0.2,-0.2,0.2,12.5
07/11/2011,12:45,-0.2,-0.2,0,12
07/11/2011,13:00,-0.3,-0.2,0.2,12.2
07/11/2011,13:15,-0.3,-0.1,0.1,12.6
07/11/2011,13:30,-0.4,0,0,12.3
07/11/2011,13:45,-0.5,-0.1,0.2,11.6
07/11/2011,14:00,-1,-0.4,-0.1,10.3
07/11/2011,14:15,-0.9,-0.3,0,10.3
07/11/2011,14:30,-0.7,-0.3,0,10.2
07/11/2011,14:45,-1,-0.3,0.1,9.7
07/11/2011,15:00,-0.9,-0.3,0.1,9.9
07/11/2011,15:15,-0.9,-0.2,0.1,13.8
07/11/2011,15:30,-0.7,-0.4,0.2,13.3
07/11/2011,15:45,-0.7,-0.3,-0.1,12.5
07/11/2011,16:00,-0.7,-0.1,-0.1,12.8
07/11/2011,16:15,-0.9,-0.4,-0.1,11.4
07/11/2011,16:30,-1,-0.4,0,11.9
07/11/2011,16:45,-1.3,-0.4,0.1,11.3
07/11/2011,17:00,-1.8,-0.1,0.1,11
07/11/2011,17:15,-2,-0.3,-0.1,10
07/11/2011,17:30,-1.7,-0.6,-0.4,9.8
07/11/2011,17:45,-1.2,-0.7,-0.1,10.2
07/11/2011,18:00,-2.4,-0.3,-0.1,8.2
07/11/2011,18:15,-4.5,-0.1,-0.1,6.7
07/11/2011,18:30,-4.2,-0.3,-0.2,5.6
07/11/2011,18:45,-3.5,-0.7,-0.5,5.9
07/11/2011,19:00,-3.3,-0.2,-0.1,7.5
07/11/2011,19:15,-1.9,-0.1,-0.1,9
07/11/2011,19:30,-1.4,-0.4,-0.1,9.8
07/11/2011,19:45,-1.3,-0.8,-0.1,9.2
07/11/2011,20:00,-1.5,-0.7,-0.2,8.6
07/11/2011,20:15,-1.1,-0.3,-0.1,8.9
07/11/2011,20:30,-1.1,-0.3,0,8.7
07/11/2011,20:45,-1.3,-0.5,-0.1,7.1
07/11/2011,21:00,-1.5,-0.4,-0.1,7.1
07/11/2011,21:15,-1.8,-0.4,0,7.8
07/11/2011,21:30,-1.4,-0.1,0,9.1
07/11/2011,21:45,-1.7,-0.3,0,7.4
07/11/2011,22:00,-1.5,-0.4,-0.3,7.7
07/11/2011,22:15,-1.6,-0.7,-0.7,6.8
07/11/2011,22:30,-1.8,-0.9,-0.8,6.4
07/11/2011,22:45,-3.4,-0.9,-0.8,3.5
07/11/2011,23:00,-5.5,-0.8,-0.9,0.9
07/11/2011,23:15,-5.5,-1.1,-1.4,-0.9
07/11/2011,23:30,-5.2,-1.3,-1.6,-2.8
07/11/2011,23:45,-4.3,-1.3,-1.3,-1.9
08/11/2011,00:00,-4.5,-1.4,-0.7,-2.2
08/11/2011,00:15,-4.8,-1.1,-0.5,-2
08/11/2011,00:30,-4.9,-2.1,-0.8,-3.3
08/11/2011,00:45,-5.2,-2.3,-1.3,-5.4
08/11/2011,01:00,-5.6,-2,-1,-5.3
08/11/2011,01:15,-4.1,-2.3,-0.6,-3.2
08/11/2011,01:30,-4.5,-2.5,-0.9,-4.1
08/11/2011,01:45,-4.3,-2.2,-1.9,-4.7
08/11/2011,02:00,-3.6,-1.6,-1.8,-4
08/11/2011,02:15,-3.1,-2.3,-1.7,-3.7
08/11/2011,02:30,-3.3,-2.3,-2.2,-4.7
08/11/2011,02:45,-3.7,-2.7,-1.5,-4.3
08/11/2011,03:00,-3.2,-2.2,-1.6,-3.1
08/11/2011,03:15,-3.3,-3,-2.3,-4.3
08/11/2011,03:30,-4.7,-3.4,-1.5,-6.4
08/11/2011,03:45,-6.5,-1.7,-0.5,-3.5
08/11/2011,04:00,-6,-1.3,-0.1,-0.4
08/11/2011,04:15,-4.6,-1.2,0,1.1
08/11/2011,04:30,-3.9,-1.8,-0.2,1.8
08/11/2011,04:45,-4.5,-2.8,-1.1,-0.4
08/11/2011,05:00,-4.4,-2.2,-0.4,1.9
08/11/2011,05:15,-4.6,-1.1,-0.3,3.8
08/11/2011,05:30,-4.1,-1.1,-0.2,4.7
08/11/2011,05:45,-2.8,-1.5,-0.7,5
08/11/2011,06:00,-2.7,-1.8,-1.3,4.3
08/11/2011,06:15,-2.8,-2,-1.6,4.3
08/11/2011,06:30,-2,-0.9,-0.4,3.9
08/11/2011,06:45,-2.2,-0.6,-0.4,5.1
08/11/2011,07:00,-2.5,-0.7,-0.4,4.7
08/11/2011,07:15,-3.2,-1.4,-1.2,1.4
08/11/2011,07:30,-3.2,-0.6,-0.8,3.8
08/11/2011,07:45,-2.8,-0.3,-0.3,5.5
08/11/2011,08:00,-1.7,-0.5,-0.1,7.5
08/11/2011,08:15,-1.3,-0.1,-0.2,8.1
08/11/2011,08:30,-1.4,-0.5,-0.1,8
08/11/2011,08:45,-2.1,-0.5,-0.2,6.9
08/11/2011,09:00,-3.3,-1.5,-0.7,3.4
08/11/2011,09:15,-2.6,-0.2,-0.1,6.6
08/11/2011,09:30,-2.2,-0.1,0.1,7.4
08/11/2011,09:45,-1.9,-0.3,-0.1,7
08/11/2011,10:00,-1.9,-0.4,0,6.4
08/11/2011,10:15,-2.2,-0.5,-0.2,5.5
08/11/2011,10:30,-2.4,-0.4,-0.4,4.4
08/11/2011,10:45,-2.6,-0.8,-0.6,4.5
08/11/2011,11:00,-1.6,-0.8,-0.4,5.8
08/11/2011,11:15,-1.2,-0.5,-0.4,6.4
08/11/2011,11:30,-1.8,-0.6,-0.5,5.5
08/11/2011,11:45,-1.9,-0.7,-1,4.3
08/11/2011,12:00,-2.3,-0.5,-1.1,4.3
08/11/2011,12:15,-2.3,-0.8,-1.1,3.8
08/11/2011,12:30,-1.6,-0.6,-0.8,6
08/11/2011,12:45,-1.5,-0.6,-0.5,6.3
08/11/2011,13:00,-1.2,-0.9,-0.4,6.4
08/11/2011,13:15,-1.1,-1.3,-0.3,6.5
08/11/2011,13:30,-1.8,-0.9,-0.2,5.6
08/11/2011,13:45,-1.9,-2.4,-1.4,1.6
08/11/2011,14:00,-1.9,-2.9,-1,1.6
08/11/2011,14:15,-1.5,-2.1,-1.4,3
08/11/2011,14:30,-1.6,-2.2,-2,2
08/11/2011,14:45,-0.8,-2,-1.7,4.6
08/11/2011,15:00,-0.8,-0.7,-1,5.8
08/11/2011,15:15,-1.1,-1.5,-1.1,7.9
08/11/2011,15:30,-1.4,-2,-1.7,6.4
08/11/2011,15:45,-1.6,-1.9,-2.5,6
08/11/2011,16:00,-2.3,-2.9,-3.2,2.4
08/11/2011,16:15,-2.5,-3.3,-3.1,2.5
08/11/2011,16:30,-3.3,-1.6,-1.9,3.1
08/11/2011,16:45,-3.7,-2.4,-2.2,2.6
08/11/2011,17:00,-4,-3.1,-2.9,1.7
08/11/2011,17:15,-3.9,-2.6,-3.2,0.9
08/11/2011,17:30,-4.3,-2.4,-3.6,0.7
08/11/2011,17:45,-4.1,-1.9,-3,2.6
08/11/2011,18:00,-4.1,-1.8,-2.8,3.2
08/11/2011,18:15,-4.2,-1.7,-3.7,2.4
08/11/2011,18:30,-4.7,-1.3,-2.8,2.9
08/11/2011,18:45,-4.7,-0.7,-1,4.5
08/11/2011,19:00,-4.3,-1,-0.8,4.8
08/11/2011,19:15,-3.2,-1.2,-1,5
08/11/2011,19:30,-2.9,-1.2,-1.8,5.2
08/11/2011,19:45,-2.6,-1.3,-1.9,5.4
08/11/2011,20:00,-2.5,-1.7,-2.4,4.2
08/11/2011,20:15,-2.9,-2.5,-1.8,2.3
08/11/2011,20:30,-2.9,-2,-1.3,2.7
08/11/2011,20:45,-3.3,-1.7,-1.5,2.1
08/11/2011,21:00,-2.9,-1.2,-1.6,1.7
08/11/2011,21:15,-3,-1.2,-1.9,3.7
08/11/2011,21:30,-2.7,-1.3,-1.2,4.5
08/11/2011,21:45,-2.4,-1.2,-0.9,4
08/11/2011,22:00,-3.3,-3,-1,0.8
08/11/2011,22:15,-3.6,-2.7,-0.7,2.6
08/11/2011,22:30,-3.1,-2.3,-0.6,3.3
08/11/2011,22:45,-3,-2.4,-0.6,2.9
08/11/2011,23:00,-3.5,-3.1,-0.7,1.1
08/11/2011,23:15,-3.6,-3.3,-0.7,-1.2
08/11/2011,23:30,-3.3,-2.9,-0.9,-1.7
08/11/2011,23:45,-2.8,-2.7,-1.1,-1.3
09/11/2011,00:00,-2,-1.6,-0.8,0.8
09/11/2011,00:15,-2,-0.8,-0.5,2.6
09/11/2011,00:30,-1.3,-0.3,-0.3,3.8
09/11/2011,00:45,-1.6,-0.5,-0.3,3.1
09/11/2011,01:00,-1.8,-1.1,-0.5,1.9
09/11/2011,01:15,-1.3,-1.4,-0.6,1.8
09/11/2011,01:30,-1.9,-1.3,-0.5,1.3
09/11/2011,01:45,-2.1,-1.4,-0.6,0.7
09/11/2011,02:00,-2.3,-1.5,-0.8,0.6
09/11/2011,02:15,-2.1,-1.6,-0.8,0
09/11/2011,02:30,-2.7,-1.5,-1,-0.6
09/11/2011,02:45,-3.3,-2.2,-0.8,-1.6
09/11/2011,03:00,-3.2,-1.8,-0.8,-0.5
09/11/2011,03:15,-2.9,-1.9,-1,-0.3
09/11/2011,03:30,-2.6,-1.6,-1.1,1.1
09/11/2011,03:45,-2.6,-1.9,-1.2,1.4
09/11/2011,04:00,-2.5,-1.8,-0.7,2.3
09/11/2011,04:15,-2,-1.5,-0.8,3.9
09/11/2011,04:30,-2.1,-1.6,-1,3.8
09/11/2011,04:45,-2.4,-2.9,-1.5,2.2
09/11/2011,05:00,-2.3,-2.3,-0.8,4.2
09/11/2011,05:15,-2.3,-2.1,-0.6,4.9
09/11/2011,05:30,-2.2,-2.7,-0.9,4.2
09/11/2011,05:45,-2.5,-3.1,-1.5,2.6
09/11/2011,06:00,-2.7,-3.3,-1.4,2.2
09/11/2011,06:15,-3.3,-3.7,-1.4,1.2
09/11/2011,06:30,-3.6,-4.2,-1.7,-4.4
09/11/2011,06:45,-4.2,-4.7,-1.6,-4.9
09/11/2011,07:00,-4.6,-2.8,-1.1,-1.4
09/11/2011,07:15,-3.4,-2.9,-0.9,-0.2
09/11/2011,07:30,-3.4,-3,-0.9,-0.2
09/11/2011,07:45,-3.4,-3.2,-0.8,-0.3
09/11/2011,08:00,-2.9,-3.5,-1.3,0.7
09/11/2011,08:15,-3,-3.5,-1.4,-0.2
09/11/2011,08:30,-3.4,-2.4,-1.3,1.4
09/11/2011,08:45,-3.4,-2.2,-1.1,1
09/11/2011,09:00,-3.2,-2.4,-0.9,1.9
09/11/2011,09:15,-2.3,-1.1,-0.9,5.1
09/11/2011,09:30,-1.6,-0.6,-0.5,6
09/11/2011,09:45,-1.3,-0.4,-0.3,6.7
09/11/2011,10:00,-1,-0.6,-0.3,6.8
09/11/2011,10:15,-0.9,-0.2,-0.1,7
09/11/2011,10:30,-0.8,0.1,-0.2,7
09/11/2011,10:45,-1.1,-0.7,-0.3,5.7
09/11/2011,11:00,-1.6,-0.4,-0.5,5.6
09/11/2011,11:15,-1.6,-0.9,-0.4,5.1
09/11/2011,11:30,-1.8,-0.8,-0.3,5.2
09/11/2011,11:45,-2.1,-0.9,-0.4,4.3
09/11/2011,12:00,-2.1,-1.2,-0.4,4
09/11/2011,12:15,-1.7,-0.8,-0.4,5.8
09/11/2011,12:30,-1.4,-1.2,-0.2,5.8
09/11/2011,12:45,-0.6,-0.9,-0.1,7.7
09/11/2011,13:00,-0.3,-0.6,-0.1,8.2
09/11/2011,13:15,-0.1,-0.2,-0.1,9.6
09/11/2011,13:30,0,-0.1,0.1,10.1
09/11/2011,13:45,0,0,0.2,10.1
09/11/2011,14:00,0,0,0.1,10.1
09/11/2011,14:15,0,0.1,0.1,10.3
09/11/2011,14:30,0,0,0.1,10.6
09/11/2011,14:45,0,0,0,10.5
09/11/2011,15:00,0,0,0,10.4
09/11/2011,15:15,0,0,0,13.3
09/11/2011,15:30,0,0,0,13.3
09/11/2011,15:45,0,0,0,12.9
09/11/2011,16:00,0,0,0,12.8
09/11/2011,16:15,0,0,0,12.7
09/11/2011,16:30,0,0,0,12.8
09/11/2011,16:45,0,0,0,13.3
09/11/2011,17:00,0,0,0,13.4
09/11/2011,17:15,0,0,0,13.3
09/11/2011,17:30,0,0,0,13.8
09/11/2011,17:45,0,0,0,14.1
09/11/2011,18:00,0,0,0.2,14.4
09/11/2011,18:15,0,0,0,14.3
09/11/2011,18:30,0,0,0,13.7
09/11/2011,18:45,-0.5,-0.3,-0.2,12
09/11/2011,19:00,-0.4,-0.4,-0.3,11.3
09/11/2011,19:15,-0.8,-0.4,-0.3,10.7
09/11/2011,19:30,-1,-0.6,-0.4,9.7
09/11/2011,19:45,-0.7,-0.7,-0.4,10
09/11/2011,20:00,-0.6,-0.8,-0.1,10.3
09/11/2011,20:15,-0.7,-0.7,0,9.7
09/11/2011,20:30,-1,-0.6,-0.2,8.3
09/11/2011,20:45,-1.9,-0.7,-0.6,6.3
09/11/2011,21:00,-2,-0.9,-0.5,5.9
09/11/2011,21:15,-1.9,-1,-0.3,7.4
09/11/2011,21:30,-1.8,-0.9,-0.2,7.8
09/11/2011,21:45,-2,-0.9,-0.3,7
09/11/2011,22:00,-1.5,-0.9,-0.7,6.9
09/11/2011,22:15,-1.3,-1,-0.3,8
09/11/2011,22:30,-1.5,-0.8,-0.2,7.9
09/11/2011,22:45,-1.2,-1.1,-0.3,6.6
09/11/2011,23:00,-1.2,-1.2,-0.3,6.3
09/11/2011,23:15,-1.2,-1.3,-0.3,5.4
09/11/2011,23:30,-1.2,-1.3,-0.5,4
09/11/2011,23:45,-1.2,-1.3,-0.4,3.5
10/11/2011,00:00,-1.4,-1.6,-0.3,2.6
10/11/2011,00:15,-2.1,-1.6,-0.2,2
10/11/2011,00:30,-2.3,-1.5,-0.3,1.9
10/11/2011,00:45,-2.5,-1.2,-0.3,1.1
10/11/2011,01:00,-2.3,-1.2,-0.2,1
10/11/2011,01:15,-2.7,-1,-0.2,1.2
10/11/2011,01:30,-3.4,-0.8,-0.2,0
10/11/2011,01:45,-3.9,-0.8,-0.3,-0.4
10/11/2011,02:00,-4.1,-1,-1,-1.9
10/11/2011,02:15,-4.6,-0.5,-0.8,-1.6
10/11/2011,02:30,-3.9,-0.5,-0.7,-0.4
10/11/2011,02:45,-3.9,0.1,-0.8,-0.5
10/11/2011,03:00,-3.7,-0.8,-1,-0.9
10/11/2011,03:15,-3.8,-0.6,-0.6,1.1
10/11/2011,03:30,-3.8,-0.4,-0.4,1.4
10/11/2011,03:45,-3,-0.3,-0.6,2.8
10/11/2011,04:00,-2.4,-0.8,-0.5,4.5
10/11/2011,04:15,-2,-0.6,-0.3,5.9
10/11/2011,04:30,-2.8,-1.2,-0.5,4.6
10/11/2011,04:45,-2.9,-1.3,-0.6,4.3
10/11/2011,05:00,-2.9,-1.4,-0.3,6
10/11/2011,05:15,-2.9,-1.1,-0.3,6.1
10/11/2011,05:30,-3.1,-1,-0.5,5.8
10/11/2011,05:45,-3.1,-1.6,-0.8,4.5
10/11/2011,06:00,-3.9,-1.2,-0.9,4.5
